id,aspect,key_behaviour,score
p30,Analitik Digital,Penanganan Kasus Kompleks,3
p30,Analitik Digital,Berbagi Pengetahuan ke Tim,3
p30,Optimasi Konversi,Penguasaan Konsep Dasar,4
p30,Optimasi Konversi,Penerapan pada Pekerjaan Harian,4
p30,Optimasi Konversi,Penanganan Kasus Kompleks,5
p30,Optimasi Konversi,Berbagi Pengetahuan ke Tim,4
p30,Otomasi Pemasaran,Penguasaan Fitur Inti,5
p30,Otomasi Pemasaran,Pemakaian dalam Alur Kerja,5
p30,Otomasi Pemasaran,Troubleshooting Mandiri,5
p30,Otomasi Pemasaran,Optimasi & Otomasi,5
p31,Pelaporan Keuangan,Penguasaan Konsep Dasar,3
p31,Pelaporan Keuangan,Penerapan pada Pekerjaan Harian,3
p31,Pelaporan Keuangan,Penanganan Kasus Kompleks,4
p31,Pelaporan Keuangan,Berbagi Pengetahuan ke Tim,3
p31,Analisis Anggaran,Penguasaan Konsep Dasar,4
p31,Analisis Anggaran,Penerapan pada Pekerjaan Harian,4
p31,Analisis Anggaran,Penanganan Kasus Kompleks,4
p31,Analisis Anggaran,Berbagi Pengetahuan ke Tim,4
p31,Manajemen Kas,Penguasaan Konsep Dasar,5
p31,Manajemen Kas,Penerapan pada Pekerjaan Harian,5
p31,Manajemen Kas,Penanganan Kasus Kompleks,3
p31,Manajemen Kas,Berbagi Pengetahuan ke Tim,5
p31,Standar Akuntansi,Pemahaman Ketentuan,4
p31,Standar Akuntansi,Penerapan pada Proses Kerja,5
p31,Standar Akuntansi,Identifikasi Risiko Kepatuhan,4
p31,Standar Akuntansi,Dokumentasi & Pelaporan,4
p32,Manajemen Rantai Pasok,Penguasaan Konsep Dasar,4
p32,Manajemen Rantai Pasok,Penerapan pada Pekerjaan Harian,4
p32,Manajemen Rantai Pasok,Penanganan Kasus Kompleks,5
p32,Manajemen Rantai Pasok,Berbagi Pengetahuan ke Tim,4
p32,Negosiasi Pengadaan,Penguasaan Konsep Dasar,5
p32,Negosiasi Pengadaan,Penerapan pada Pekerjaan Harian,5
p32,Negosiasi Pengadaan,Penanganan Kasus Kompleks,5
p32,Negosiasi Pengadaan,Berbagi Pengetahuan ke Tim,5
p32,Perencanaan Inventori,Penguasaan Konsep Dasar,3
p32,Perencanaan Inventori,Penerapan pada Pekerjaan Harian,3
p32,Perencanaan Inventori,Penanganan Kasus Kompleks,3
p32,Perencanaan Inventori,Berbagi Pengetahuan ke Tim,3
p32,Sistem ERP,Penguasaan Fitur Inti,3
p32,Sistem ERP,Pemakaian dalam Alur Kerja,3
p32,Sistem ERP,Troubleshooting Mandiri,5
p32,Sistem ERP,Optimasi & Otomasi,3
p33,Penulisan Konten,Penguasaan Konsep Dasar,4
p33,Penulisan Konten,Penerapan pada Pekerjaan Harian,4
p33,Penulisan Konten,Penanganan Kasus Kompleks,4
p33,Penulisan Konten,Berbagi Pengetahuan ke Tim,4
p33,Produksi Visual,Penguasaan Konsep Dasar,1
p33,Produksi Visual,Penerapan pada Pekerjaan Harian,1
p33,Produksi Visual,Penanganan Kasus Kompleks,3
p33,Produksi Visual,Berbagi Pengetahuan ke Tim,1
p33,SEO,Penguasaan Fitur Inti,2
p33,SEO,Pemakaian dalam Alur Kerja,2
p33,SEO,Troubleshooting Mandiri,4
p33,SEO,Optimasi & Otomasi,2
p33,Analitik Digital,Penguasaan Fitur Inti,3
p33,Analitik Digital,Pemakaian dalam Alur Kerja,3
p33,Analitik Digital,Troubleshooting Mandiri,2
p33,Analitik Digital,Optimasi & Otomasi,4
