id,aspect,level,key_behaviour,score
p36,Inisiatif,1,Mengerjakan daftar prospek yang diberikan hingga tuntas,3
p36,Inisiatif,1,Melaporkan peluang yang ditemukan secara tidak sengaja,5
p36,Inisiatif,1,Meminta pekerjaan tambahan ketika target harian selesai,4
p36,Inisiatif,2,Mencari prospek tambahan dari sumber yang sudah tersedia,3
p36,Inisiatif,2,Mengusulkan perbaikan kecil pada materi atau proses penjualan,5
p36,Inisiatif,2,Menindaklanjuti peluang lintas produk tanpa diminta,5
p36,Inisiatif,3,Menyusun daftar target sendiri berdasarkan riset segmen,4
p36,Inisiatif,3,Menguji pendekatan baru dan mengukur hasilnya secara mandiri,4
p36,Inisiatif,3,Mengambil alih akun bermasalah sebelum menjadi eskalasi,4
p36,Inisiatif,4,Membuka kanal atau segmen baru atas inisiatif sendiri,5
p36,Inisiatif,4,Membangun kemitraan eksternal yang menghasilkan aliran prospek,4
p36,Inisiatif,4,Menginisiasi proyek lintas fungsi untuk mengatasi hambatan penjualan,4
p36,Inisiatif,5,Menciptakan peluang pasar baru yang berkembang menjadi lini bisnis,4
p36,Inisiatif,5,Mendorong perubahan strategi komersial berdasarkan temuan lapangan,4
p36,Inisiatif,5,Membangun budaya proaktif yang direplikasi tim lain,5
p36,Mendengar Aktif,1,Mencatat hal yang disampaikan klien tanpa memotong pembicaraan,2
p36,Mendengar Aktif,1,Mengulang kembali informasi faktual dengan benar,3
p36,Mendengar Aktif,1,Menahan diri untuk tidak langsung menawarkan produk,1
p36,Mendengar Aktif,2,Mengonfirmasi pemahaman atas poin utama sebelum melanjutkan,2
p36,Mendengar Aktif,2,Mengajukan pertanyaan klarifikasi saat ada informasi yang kabur,2
p36,Mendengar Aktif,2,Menyesuaikan kecepatan bicara dengan gaya lawan bicara,1
p36,Mendengar Aktif,3,Menggali pernyataan implisit dengan pertanyaan lanjutan yang relevan,1
p36,Mendengar Aktif,3,Membedakan keluhan permukaan dari masalah yang sebenarnya,2
p36,Mendengar Aktif,3,"Merangkum kebutuhan klien dengan bahasa klien, bukan bahasa produk",2
p36,Mendengar Aktif,4,"Menangkap kebutuhan yang tidak terucap dari nada, jeda, dan keraguan",3
p36,Mendengar Aktif,4,Mengelola percakapan multi-pihak dan memastikan setiap suara terdengar,3
p36,Mendengar Aktif,4,Mengenali ketika jawaban klien menghindari isu yang sesungguhnya,1
p36,Mendengar Aktif,5,Melatih rekan kerja membaca sinyal halus dalam percakapan komersial,1
p36,Mendengar Aktif,5,Merancang panduan diskusi diagnostik yang dipakai tim,3
p36,Mendengar Aktif,5,Menggunakan wawasan dari lapangan sebagai masukan strategi produk,3
p36,Ketahanan Tekanan,1,Tetap menjalankan tugas rutin ketika target belum tercapai,3
p36,Ketahanan Tekanan,1,Menerima umpan balik korektif tanpa sikap defensif,3
p36,Ketahanan Tekanan,1,Meminta bantuan ketika beban terasa berlebihan,3
p36,Ketahanan Tekanan,2,Menjaga kualitas kerja saat menghadapi penolakan berulang,4
p36,Ketahanan Tekanan,2,Memisahkan penolakan atas produk dari penilaian pribadi,3
p36,Ketahanan Tekanan,2,Menjaga profesionalisme saat berhadapan dengan klien yang keras,5
p36,Ketahanan Tekanan,3,Tetap tenang dan terstruktur ketika kesepakatan besar batal mendadak,4
p36,Ketahanan Tekanan,3,Mengelola beban akhir kuartal tanpa penurunan kualitas,5
p36,Ketahanan Tekanan,3,Memulihkan diri dengan cepat setelah kemunduran signifikan,3
p36,Ketahanan Tekanan,4,Menjaga performa dan kejernihan berpikir saat tekanan target tinggi,5
p36,Ketahanan Tekanan,4,Menstabilkan rekan kerja yang sedang mengalami tekanan berat,3
p36,Ketahanan Tekanan,4,Mengambil keputusan sulit di bawah ketidakpastian informasi,4
p36,Ketahanan Tekanan,5,Menjadi penstabil tim saat krisis komersial atau perubahan besar,5
p36,Ketahanan Tekanan,5,Merancang mekanisme kerja yang mengurangi tekanan struktural tim,3
p36,Ketahanan Tekanan,5,Menjaga arah jangka panjang ketika tekanan jangka pendek memuncak,5
p36,Orientasi Melayani,1,Merespons permintaan klien dalam tenggat yang dijanjikan,1
p36,Orientasi Melayani,1,Bersikap sopan dan membantu dalam setiap interaksi,1
p36,Orientasi Melayani,1,Menyampaikan informasi yang diminta secara lengkap,1
p36,Orientasi Melayani,2,Mencari solusi di luar jawaban standar ketika prosedur tidak memadai,2
p36,Orientasi Melayani,2,Menawarkan bantuan sebelum diminta pada isu yang terlihat,2
p36,Orientasi Melayani,2,Menindaklanjuti hingga klien mengonfirmasi masalahnya selesai,1
p36,Orientasi Melayani,3,Memperjuangkan kepentingan klien di forum internal perusahaan,1
p36,Orientasi Melayani,3,Mengorbankan kenyamanan pribadi untuk kebutuhan klien yang mendesak,1
p36,Orientasi Melayani,3,Menjaga transparansi termasuk saat menyampaikan kabar buruk,1
p36,Orientasi Melayani,4,Menyeimbangkan kepentingan klien dan perusahaan pada keputusan sulit,1
p36,Orientasi Melayani,4,Menolak permintaan klien dengan cara yang justru memperkuat kepercayaan,2
p36,Orientasi Melayani,4,Mengubah klien yang kecewa menjadi pendukung aktif,1
p36,Orientasi Melayani,5,Menanamkan orientasi melayani sebagai budaya kerja tim,1
p36,Orientasi Melayani,5,Merancang ulang proses internal berdasarkan kebutuhan klien,2
p36,Orientasi Melayani,5,Menjadi tolok ukur hubungan klien yang dirujuk organisasi,2
p36,Perbaikan Proses,1,Menjalankan proses kerja sesuai prosedur,3
p36,Perbaikan Proses,1,Mencatat hambatan yang ditemui saat bekerja,2
p36,Perbaikan Proses,1,Mengenali langkah kerja yang jadi tanggung jawabnya,2
p36,Perbaikan Proses,2,Memetakan alur kerja satu proses,3
p36,Perbaikan Proses,2,Mengusulkan perbaikan kecil dari pengalaman lapangan,3
p36,Perbaikan Proses,2,Mengukur waktu dan hasil satu proses,1
p36,Perbaikan Proses,3,Menemukan akar pemborosan pada proses berjalan,3
p36,Perbaikan Proses,3,Merancang perbaikan proses beserta cara mengukurnya,1
p36,Perbaikan Proses,3,Menjalankan uji coba perbaikan pada lingkup terbatas,2
p36,Perbaikan Proses,4,Merancang ulang proses lintas unit,1
p36,Perbaikan Proses,4,Menilai dampak perubahan proses terhadap mutu dan biaya,1
p36,Perbaikan Proses,4,Menjadikan perbaikan bertahan lewat standar baru,1
p36,Perbaikan Proses,5,Menetapkan arah keunggulan operasional perusahaan,1
p36,Perbaikan Proses,5,Membangun kebiasaan perbaikan berkelanjutan di seluruh unit,3
p36,Perbaikan Proses,5,Menyeimbangkan efisiensi dengan mutu layanan di tingkat organisasi,1
p36,Kendali Mutu,1,Memeriksa hasil kerja terhadap daftar periksa yang ada,5
p36,Kendali Mutu,1,Mencatat temuan ketidaksesuaian,3
p36,Kendali Mutu,1,Mengikuti prosedur penanganan produk cacat,3
p36,Kendali Mutu,2,Menilai mutu dengan ukuran yang ditetapkan,3
p36,Kendali Mutu,2,Menelusuri penyebab langsung ketidaksesuaian,4
p36,Kendali Mutu,2,Menyiapkan laporan mutu berkala,5
p36,Kendali Mutu,3,Menganalisis pola ketidaksesuaian yang berulang,4
p36,Kendali Mutu,3,Menyusun tindakan perbaikan beserta pemantauannya,5
p36,Kendali Mutu,3,Melatih rekan menerapkan standar mutu,3
p36,Kendali Mutu,4,Menyusun standar mutu untuk satu lini kerja,5
p36,Kendali Mutu,4,Menilai kesiapan mutu sebelum layanan diluncurkan,5
p36,Kendali Mutu,4,Menghubungkan data mutu dengan keputusan operasional,5
p36,Kendali Mutu,5,Menetapkan sistem mutu tingkat perusahaan,4
p36,Kendali Mutu,5,Menjadikan mutu sebagai ukuran kinerja lintas unit,4
p36,Kendali Mutu,5,Mewakili perusahaan dalam sertifikasi dan audit mutu,3
p36,Manajemen Rantai Pasok,1,Mencatat penerimaan dan pengeluaran barang dengan tertib,5
p36,Manajemen Rantai Pasok,1,Menyiapkan dokumen pengadaan rutin,5
p36,Manajemen Rantai Pasok,1,Memantau tingkat persediaan terhadap batas yang ditetapkan,5
p36,Manajemen Rantai Pasok,2,Menyusun rencana kebutuhan berdasarkan permintaan,5
p36,Manajemen Rantai Pasok,2,Membandingkan penawaran pemasok pada kriteria yang jelas,5
p36,Manajemen Rantai Pasok,2,Menangani keterlambatan pasokan dengan prosedur yang ada,5
p36,Manajemen Rantai Pasok,3,Menegosiasikan syarat dengan pemasok,5
p36,Manajemen Rantai Pasok,3,Menilai kinerja pemasok berdasarkan data,4
p36,Manajemen Rantai Pasok,3,Menyeimbangkan biaya persediaan dengan risiko kekosongan,5
p36,Manajemen Rantai Pasok,4,Merancang strategi pasokan untuk satu kategori,4
p36,Manajemen Rantai Pasok,4,Menyiapkan rencana cadangan atas risiko pasokan,5
p36,Manajemen Rantai Pasok,4,Menyusun kemitraan jangka panjang dengan pemasok utama,5
p36,Manajemen Rantai Pasok,5,Menetapkan arah rantai pasok perusahaan,5
p36,Manajemen Rantai Pasok,5,Menilai risiko rantai pasok tingkat organisasi,4
p36,Manajemen Rantai Pasok,5,Menghubungkan keputusan pasokan dengan strategi bisnis,4
p36,Pengelolaan Data,1,Mengambil data dengan kueri sederhana sesuai permintaan,4
p36,Pengelolaan Data,1,Mengenali arti kolom pada tabel yang dipakainya,5
p36,Pengelolaan Data,1,Menyajikan data dalam bentuk yang mudah dibaca,4
p36,Pengelolaan Data,2,Menyusun kueri gabungan lintas tabel,5
p36,Pengelolaan Data,2,Memeriksa kewajaran data sebelum dipakai,5
p36,Pengelolaan Data,2,Membuat alur pengolahan data yang berjalan berulang,5
p36,Pengelolaan Data,3,Merancang struktur data untuk kebutuhan baru,5
p36,Pengelolaan Data,3,Menelusuri sumber ketidakcocokan angka antar laporan,4
p36,Pengelolaan Data,3,Menjaga alur data tetap berjalan saat sumbernya berubah,5
p36,Pengelolaan Data,4,Menetapkan definisi baku untuk ukuran yang dipakai bersama,5
p36,Pengelolaan Data,4,Merancang tata kelola mutu data pada satu ranah,5
p36,Pengelolaan Data,4,Menilai kelayakan data untuk kebutuhan analitik lanjutan,5
p36,Pengelolaan Data,5,Menetapkan arah pengelolaan data tingkat organisasi,3
p36,Pengelolaan Data,5,Menjadikan data sebagai dasar keputusan lintas fungsi,3
p36,Pengelolaan Data,5,Membangun kemampuan olah data di tim lain,5
p37,Mendengar Aktif,1,Mencatat hal yang disampaikan klien tanpa memotong pembicaraan,3
p37,Mendengar Aktif,1,Mengulang kembali informasi faktual dengan benar,1
p37,Mendengar Aktif,1,Menahan diri untuk tidak langsung menawarkan produk,3
p37,Mendengar Aktif,2,Mengonfirmasi pemahaman atas poin utama sebelum melanjutkan,3
p37,Mendengar Aktif,2,Mengajukan pertanyaan klarifikasi saat ada informasi yang kabur,1
p37,Mendengar Aktif,2,Menyesuaikan kecepatan bicara dengan gaya lawan bicara,2
p37,Mendengar Aktif,3,Menggali pernyataan implisit dengan pertanyaan lanjutan yang relevan,3
p37,Mendengar Aktif,3,Membedakan keluhan permukaan dari masalah yang sebenarnya,3
p37,Mendengar Aktif,3,"Merangkum kebutuhan klien dengan bahasa klien, bukan bahasa produk",3
p37,Mendengar Aktif,4,"Menangkap kebutuhan yang tidak terucap dari nada, jeda, dan keraguan",1
p37,Mendengar Aktif,4,Mengelola percakapan multi-pihak dan memastikan setiap suara terdengar,1
p37,Mendengar Aktif,4,Mengenali ketika jawaban klien menghindari isu yang sesungguhnya,3
p37,Mendengar Aktif,5,Melatih rekan kerja membaca sinyal halus dalam percakapan komersial,3
p37,Mendengar Aktif,5,Merancang panduan diskusi diagnostik yang dipakai tim,2
p37,Mendengar Aktif,5,Menggunakan wawasan dari lapangan sebagai masukan strategi produk,1
p37,Kepekaan Sosial,1,Mengenali kepuasan atau ketidakpuasan yang dinyatakan secara terbuka,2
p37,Kepekaan Sosial,1,Menyesuaikan sikap ketika lawan bicara terlihat tidak nyaman,2
p37,Kepekaan Sosial,1,Menanyakan kabar dan kondisi klien secara wajar,1
p37,Kepekaan Sosial,2,Menangkap perubahan sikap klien dari satu interaksi ke interaksi berikutnya,1
p37,Kepekaan Sosial,2,Mengenali kapan bukan waktu yang tepat untuk membahas komersial,1
p37,Kepekaan Sosial,2,Membedakan keberatan yang serius dari basa-basi,1
p37,Kepekaan Sosial,3,Membaca dinamika hubungan antar pihak di dalam organisasi klien,2
p37,Kepekaan Sosial,3,Mengenali motivasi personal di balik posisi yang diambil seseorang,1
p37,Kepekaan Sosial,3,Menyesuaikan pendekatan berdasarkan tekanan yang sedang dihadapi kontak,2
p37,Kepekaan Sosial,4,Mengenali pergeseran kekuasaan internal klien sebelum berdampak pada akun,1
p37,Kepekaan Sosial,4,Mendeteksi ketidakpuasan yang tidak pernah diucapkan secara langsung,1
p37,Kepekaan Sosial,4,Mengelola hubungan dengan pihak yang berseberangan tanpa kehilangan salah satunya,2
p37,Kepekaan Sosial,5,Memandu tim membaca peta politik pada akun strategis,2
p37,Kepekaan Sosial,5,Merancang strategi hubungan multi-pihak untuk akun besar,1
p37,Kepekaan Sosial,5,Menjadi rujukan dalam menangani situasi antarpribadi yang sensitif,1
p37,Orientasi Melayani,1,Merespons permintaan klien dalam tenggat yang dijanjikan,5
p37,Orientasi Melayani,1,Bersikap sopan dan membantu dalam setiap interaksi,3
p37,Orientasi Melayani,1,Menyampaikan informasi yang diminta secara lengkap,5
p37,Orientasi Melayani,2,Mencari solusi di luar jawaban standar ketika prosedur tidak memadai,4
p37,Orientasi Melayani,2,Menawarkan bantuan sebelum diminta pada isu yang terlihat,4
p37,Orientasi Melayani,2,Menindaklanjuti hingga klien mengonfirmasi masalahnya selesai,5
p37,Orientasi Melayani,3,Memperjuangkan kepentingan klien di forum internal perusahaan,5
p37,Orientasi Melayani,3,Mengorbankan kenyamanan pribadi untuk kebutuhan klien yang mendesak,5
p37,Orientasi Melayani,3,Menjaga transparansi termasuk saat menyampaikan kabar buruk,5
p37,Orientasi Melayani,4,Menyeimbangkan kepentingan klien dan perusahaan pada keputusan sulit,3
p37,Orientasi Melayani,4,Menolak permintaan klien dengan cara yang justru memperkuat kepercayaan,4
p37,Orientasi Melayani,4,Mengubah klien yang kecewa menjadi pendukung aktif,3
p37,Orientasi Melayani,5,Menanamkan orientasi melayani sebagai budaya kerja tim,3
p37,Orientasi Melayani,5,Merancang ulang proses internal berdasarkan kebutuhan klien,4
p37,Orientasi Melayani,5,Menjadi tolok ukur hubungan klien yang dirujuk organisasi,4
p37,Enablement Klien,1,Menunjukkan fungsi dasar produk kepada pengguna klien,4
p37,Enablement Klien,1,Menjawab pertanyaan cara pakai dengan merujuk dokumentasi,4
p37,Enablement Klien,1,Menyiapkan materi pelatihan yang sudah tersedia,3
p37,Enablement Klien,2,Menjalankan sesi pelatihan standar untuk kelompok kecil,3
p37,Enablement Klien,2,Menyesuaikan kecepatan penyampaian dengan tingkat pemahaman peserta,3
p37,Enablement Klien,2,Mengumpulkan pertanyaan berulang untuk diteruskan ke tim produk,4
p37,Enablement Klien,3,Menyesuaikan materi dan contoh kasus dengan konteks bisnis klien,3
p37,Enablement Klien,3,Mengidentifikasi hambatan adopsi dan merancang cara mengatasinya,3
p37,Enablement Klien,3,Mengukur pemahaman peserta dan menindaklanjuti yang tertinggal,4
p37,Enablement Klien,4,Merancang program adopsi bertahap untuk organisasi klien berskala besar,4
p37,Enablement Klien,4,Melatih pengguna kunci di klien agar bisa mengajar rekannya sendiri,2
p37,Enablement Klien,4,Menyesuaikan pendekatan pembelajaran untuk peran yang berbeda,3
p37,Enablement Klien,5,Membangun kurikulum enablement yang direplikasi lintas akun,2
p37,Enablement Klien,5,Menetapkan standar dan sertifikasi adopsi produk,4
p37,Enablement Klien,5,Menjadikan enablement sebagai pendorong perpanjangan kontrak,2
p37,Koordinasi Lintas Fungsi,1,Meneruskan permintaan klien ke tim terkait dengan informasi lengkap,2
p37,Koordinasi Lintas Fungsi,1,Menghadiri koordinasi internal sesuai jadwal,4
p37,Koordinasi Lintas Fungsi,1,Memberi kabar kepada klien setelah menerima jawaban internal,3
p37,Koordinasi Lintas Fungsi,2,Memastikan tindak lanjut internal berjalan tanpa perlu diingatkan klien,3
p37,Koordinasi Lintas Fungsi,2,Menyelaraskan ekspektasi waktu antara klien dan tim pelaksana,3
p37,Koordinasi Lintas Fungsi,2,Mendokumentasikan kesepakatan lintas tim secara tertulis,3
p37,Koordinasi Lintas Fungsi,3,Mengoordinasikan beberapa tim sekaligus untuk menyelesaikan isu klien,2
p37,Koordinasi Lintas Fungsi,3,Menengahi perbedaan prioritas antara klien dan tim internal,4
p37,Koordinasi Lintas Fungsi,3,Menjaga satu sumber kebenaran informasi untuk akun yang dipegang,4
p37,Koordinasi Lintas Fungsi,4,Menyelaraskan rencana pengembangan internal dengan rencana bisnis klien,4
p37,Koordinasi Lintas Fungsi,4,Mengelola ketergantungan antar tim pada implementasi berskala besar,2
p37,Koordinasi Lintas Fungsi,4,Mengangkat hambatan struktural ke tingkat yang bisa memutuskan,2
p37,Koordinasi Lintas Fungsi,5,Membangun mekanisme kolaborasi lintas fungsi untuk akun besar,2
p37,Koordinasi Lintas Fungsi,5,Menetapkan model tata kelola akun yang dipakai seluruh tim,2
p37,Koordinasi Lintas Fungsi,5,Menyelaraskan tujuan komersial dan operasional di tingkat organisasi,2
p37,Keandalan,1,Hadir dan merespons sesuai komitmen waktu yang disepakati,3
p37,Keandalan,1,Menyelesaikan tugas administratif tepat waktu,2
p37,Keandalan,1,Memberi tahu lebih awal jika ada keterlambatan,4
p37,Keandalan,2,Menepati janji kecil secara konsisten dari waktu ke waktu,4
p37,Keandalan,2,Menyelesaikan tindak lanjut tanpa perlu diingatkan,3
p37,Keandalan,2,Menjaga akurasi informasi yang disampaikan kepada klien,2
p37,Keandalan,3,Menjadi titik kontak yang bisa diandalkan tanpa pengawasan,3
p37,Keandalan,3,Mengambil tanggung jawab atas kesalahan dan memperbaikinya,4
p37,Keandalan,3,Menjaga konsistensi mutu layanan lintas seluruh akun yang dipegang,4
p37,Keandalan,4,Menepati komitmen meski kondisi berubah atau menjadi sulit,4
p37,Keandalan,4,Menjadi penjamin kualitas bagi pekerjaan rekan pada akun bersama,3
p37,Keandalan,4,Menjaga kepercayaan klien melalui masa transisi organisasi,4
p37,Keandalan,5,Reputasi keandalannya menjadi alasan klien memperpanjang kontrak,2
p37,Keandalan,5,Menetapkan standar akuntabilitas yang diikuti tim,3
p37,Keandalan,5,Dipercaya menangani akun paling sensitif bagi perusahaan,2
p37,Pemantauan Kinerja Akun,1,Mencatat status akun secara berkala sesuai format yang ditentukan,2
p37,Pemantauan Kinerja Akun,1,Melaporkan perkembangan tanpa diminta atasan,2
p37,Pemantauan Kinerja Akun,1,Mengenali ketika sebuah komitmen belum terpenuhi,2
p37,Pemantauan Kinerja Akun,2,Meninjau pemakaian dan pencapaian klien pada setiap periode,2
p37,Pemantauan Kinerja Akun,2,Membandingkan realisasi dengan target yang disepakati,3
p37,Pemantauan Kinerja Akun,2,Menandai penyimpangan yang perlu perhatian lebih lanjut,3
p37,Pemantauan Kinerja Akun,3,Mengevaluasi kesenjangan antara yang dijanjikan dan yang terealisasi,2
p37,Pemantauan Kinerja Akun,3,Menelusuri penyebab penyimpangan hingga ke akarnya,2
p37,Pemantauan Kinerja Akun,3,Menyesuaikan rencana kerja akun berdasarkan hasil evaluasi,2
p37,Pemantauan Kinerja Akun,4,Memimpin tinjauan kinerja berkala bersama klien secara terstruktur,4
p37,Pemantauan Kinerja Akun,4,Mengevaluasi efektivitas tindakan koreksi yang sudah dijalankan,3
p37,Pemantauan Kinerja Akun,4,Mengidentifikasi pola lintas akun yang menandakan masalah sistemik,2
p37,Pemantauan Kinerja Akun,5,Menetapkan kerangka evaluasi untuk seluruh portofolio akun,3
p37,Pemantauan Kinerja Akun,5,Menghubungkan hasil pemantauan dengan keputusan alokasi sumber daya,3
p37,Pemantauan Kinerja Akun,5,Membangun disiplin evaluasi berbasis bukti di dalam tim,2
p37,Negosiasi,1,Menyampaikan harga dan syarat standar tanpa penyesuaian,1
p37,Negosiasi,1,Mengeskalasi setiap permintaan konsesi ke atasan,2
p37,Negosiasi,1,Mendokumentasikan permintaan klien secara akurat,1
p37,Negosiasi,2,Menawarkan diskon dalam batas kewenangan yang diberikan,1
p37,Negosiasi,2,Menjelaskan alasan di balik struktur harga saat ditanya,2
p37,Negosiasi,2,Mengenali kapan negosiasi perlu dihentikan sementara,1
p37,Negosiasi,3,Menukar konsesi dengan komitmen seperti durasi kontrak atau volume,1
p37,Negosiasi,3,Menyiapkan batas bawah dan alternatif terbaik sebelum masuk perundingan,2
p37,Negosiasi,3,Menjaga hubungan tetap baik meski permintaan klien ditolak,2
p37,Negosiasi,4,Menyusun paket bernilai tinggi bagi klien tanpa mengorbankan margin,1
p37,Negosiasi,4,Menegosiasikan secara paralel dengan beberapa pihak berkepentingan,1
p37,Negosiasi,4,Membaca titik tekan lawan dan mengatur waktu konsesi secara strategis,1
p37,Negosiasi,5,Merancang kerangka kesepakatan yang menjadi preseden bagi tim,1
p37,Negosiasi,5,Memimpin negosiasi kontrak strategis dengan implikasi jangka panjang,2
p37,Negosiasi,5,Melatih tim mengenali dan menghindari jebakan negosiasi umum,2
p37,Rekrutmen & Seleksi,1,Memasang lowongan sesuai ketentuan yang berlaku,4
p37,Rekrutmen & Seleksi,1,Menyaring lamaran terhadap syarat minimum,3
p37,Rekrutmen & Seleksi,1,Mengatur jadwal wawancara dengan tertib,4
p37,Rekrutmen & Seleksi,2,Mencari kandidat aktif lewat beberapa kanal,2
p37,Rekrutmen & Seleksi,2,Melakukan wawancara awal dengan panduan yang ada,4
p37,Rekrutmen & Seleksi,2,Menyiapkan ringkasan kandidat yang berguna bagi pengguna,4
p37,Rekrutmen & Seleksi,3,Menggali bukti perilaku lewat wawancara terstruktur,3
p37,Rekrutmen & Seleksi,3,Menilai kecocokan kandidat dengan kebutuhan jabatan,4
p37,Rekrutmen & Seleksi,3,Meyakinkan kandidat yang diincar untuk bergabung,2
p37,Rekrutmen & Seleksi,4,Merancang proses seleksi untuk jabatan yang sulit diisi,4
p37,Rekrutmen & Seleksi,4,Menilai mutu proses rekrutmen lewat data,2
p37,Rekrutmen & Seleksi,4,Membangun jalur kandidat sebelum kebutuhan muncul,2
p37,Rekrutmen & Seleksi,5,Menetapkan strategi pemenuhan talenta perusahaan,2
p37,Rekrutmen & Seleksi,5,Membangun citra perusahaan sebagai tempat kerja pilihan,4
p37,Rekrutmen & Seleksi,5,Mengembangkan kemampuan mewawancara di seluruh jajaran,3
p37,Pengembangan Talenta,1,Menjalankan program pengembangan yang sudah dirancang,3
p37,Pengembangan Talenta,1,Mencatat kehadiran dan hasil pelatihan,2
p37,Pengembangan Talenta,1,Mengumpulkan masukan peserta,3
p37,Pengembangan Talenta,2,Mengenali kebutuhan pengembangan dari hasil penilaian,3
p37,Pengembangan Talenta,2,Menyiapkan materi pengembangan untuk kebutuhan sederhana,2
p37,Pengembangan Talenta,2,Mendampingi karyawan menyusun rencana pengembangan diri,3
p37,Pengembangan Talenta,3,Merancang program pengembangan untuk satu kelompok jabatan,3
p37,Pengembangan Talenta,3,Mengukur dampak program terhadap kinerja,4
p37,Pengembangan Talenta,3,Memfasilitasi pembahasan talenta bersama atasan unit,3
p37,Pengembangan Talenta,4,Menyusun peta talenta dan rencana suksesi satu unit,3
p37,Pengembangan Talenta,4,Merancang jalur karier antar jabatan,4
p37,Pengembangan Talenta,4,Menilai kesiapan calon penerus jabatan kunci,4
p37,Pengembangan Talenta,5,Menetapkan arah pengembangan talenta perusahaan,3
p37,Pengembangan Talenta,5,Menjaga ketersediaan penerus untuk jabatan kunci,4
p37,Pengembangan Talenta,5,Menjadikan pengembangan bagian dari cara kerja para pemimpin,3
p37,Manajemen Kinerja & Remunerasi,1,Menjalankan siklus penilaian sesuai jadwal,4
p37,Manajemen Kinerja & Remunerasi,1,Menghimpun data kinerja dari unit,5
p37,Manajemen Kinerja & Remunerasi,1,Menyiapkan administrasi imbalan dengan teliti,5
p37,Manajemen Kinerja & Remunerasi,2,Menjelaskan mekanisme penilaian kepada karyawan,4
p37,Manajemen Kinerja & Remunerasi,2,Memeriksa kewajaran sasaran kerja yang disusun unit,5
p37,Manajemen Kinerja & Remunerasi,2,Menghitung komponen imbalan sesuai kebijakan,5
p37,Manajemen Kinerja & Remunerasi,3,Mendampingi atasan menyusun sasaran yang terukur,5
p37,Manajemen Kinerja & Remunerasi,3,Menengahi perbedaan pandangan atas hasil penilaian,5
p37,Manajemen Kinerja & Remunerasi,3,Membandingkan imbalan perusahaan dengan pasar,5
p37,Manajemen Kinerja & Remunerasi,4,Merancang kebijakan penilaian kinerja satu ranah,5
p37,Manajemen Kinerja & Remunerasi,4,Menyusun struktur imbalan untuk kelompok jabatan,4
p37,Manajemen Kinerja & Remunerasi,4,Menilai keterkaitan kinerja dengan imbalan lewat data,5
p37,Manajemen Kinerja & Remunerasi,5,Menetapkan kerangka kinerja dan imbalan perusahaan,5
p37,Manajemen Kinerja & Remunerasi,5,Menjaga keadilan internal sekaligus daya saing eksternal,5
p37,Manajemen Kinerja & Remunerasi,5,Mengarahkan perubahan budaya kinerja di seluruh organisasi,5
p38,Mendengar Aktif,1,Mencatat hal yang disampaikan klien tanpa memotong pembicaraan,3
p38,Mendengar Aktif,1,Mengulang kembali informasi faktual dengan benar,4
p38,Mendengar Aktif,1,Menahan diri untuk tidak langsung menawarkan produk,3
p38,Mendengar Aktif,2,Mengonfirmasi pemahaman atas poin utama sebelum melanjutkan,2
p38,Mendengar Aktif,2,Mengajukan pertanyaan klarifikasi saat ada informasi yang kabur,3
p38,Mendengar Aktif,2,Menyesuaikan kecepatan bicara dengan gaya lawan bicara,4
p38,Mendengar Aktif,3,Menggali pernyataan implisit dengan pertanyaan lanjutan yang relevan,3
p38,Mendengar Aktif,3,Membedakan keluhan permukaan dari masalah yang sebenarnya,3
p38,Mendengar Aktif,3,"Merangkum kebutuhan klien dengan bahasa klien, bukan bahasa produk",3
p38,Mendengar Aktif,4,"Menangkap kebutuhan yang tidak terucap dari nada, jeda, dan keraguan",4
p38,Mendengar Aktif,4,Mengelola percakapan multi-pihak dan memastikan setiap suara terdengar,4
p38,Mendengar Aktif,4,Mengenali ketika jawaban klien menghindari isu yang sesungguhnya,2
p38,Mendengar Aktif,5,Melatih rekan kerja membaca sinyal halus dalam percakapan komersial,3
p38,Mendengar Aktif,5,Merancang panduan diskusi diagnostik yang dipakai tim,2
p38,Mendengar Aktif,5,Menggunakan wawasan dari lapangan sebagai masukan strategi produk,4
p38,Keandalan,1,Hadir dan merespons sesuai komitmen waktu yang disepakati,2
p38,Keandalan,1,Menyelesaikan tugas administratif tepat waktu,4
p38,Keandalan,1,Memberi tahu lebih awal jika ada keterlambatan,3
p38,Keandalan,2,Menepati janji kecil secara konsisten dari waktu ke waktu,2
p38,Keandalan,2,Menyelesaikan tindak lanjut tanpa perlu diingatkan,2
p38,Keandalan,2,Menjaga akurasi informasi yang disampaikan kepada klien,4
p38,Keandalan,3,Menjadi titik kontak yang bisa diandalkan tanpa pengawasan,2
p38,Keandalan,3,Mengambil tanggung jawab atas kesalahan dan memperbaikinya,3
p38,Keandalan,3,Menjaga konsistensi mutu layanan lintas seluruh akun yang dipegang,2
p38,Keandalan,4,Menepati komitmen meski kondisi berubah atau menjadi sulit,3
p38,Keandalan,4,Menjadi penjamin kualitas bagi pekerjaan rekan pada akun bersama,4
p38,Keandalan,4,Menjaga kepercayaan klien melalui masa transisi organisasi,3
p38,Keandalan,5,Reputasi keandalannya menjadi alasan klien memperpanjang kontrak,3
p38,Keandalan,5,Menetapkan standar akuntabilitas yang diikuti tim,4
p38,Keandalan,5,Dipercaya menangani akun paling sensitif bagi perusahaan,3
